episode_url,type,title,transcript_url,local_filename
https://www.thegreatsimplification.com/episode/226-matthew-monahan,interview,Can Money Serve Life? How to Fund Communities Doing the Real Work,https://www.thegreatsimplification.com/wp-content/uploads/2026/07/TGS-226-Matthew-Monahan-Transcript.docx.pdf,TGS-226-Matthew-Monahan-Transcript.docx.pdf
https://www.thegreatsimplification.com/frankly-original/frankly-03-energy-blindness,frankly,Energy Blindness,https://www.thegreatsimplification.com/wp-content/uploads/2022/06/EnergyBlindnessFrankly3Transcript.docx.pdf,EnergyBlindnessFrankly3Transcript.docx.pdf
https://www.thegreatsimplification.com/frankly-original/frankly-05-faqs-on-episodes-1-25,frankly,FAQs on Episodes 1-25,https://www.thegreatsimplification.com/wp-content/uploads/2022/07/FAQsfromEpisodes1-25ofTheGreatSimplificationFrankly5Transcript.docx.pdf,FAQsfromEpisodes1-25ofTheGreatSimplificationFrankly5Transcript.docx.pdf
https://www.thegreatsimplification.com/frankly-original/frankly-07-growth-until-not,frankly,Growth Until Not…,https://www.thegreatsimplification.com/wp-content/uploads/2022/09/GrowthUntilNot.Frankly7Transcript.docx.pdf,GrowthUntilNot.Frankly7Transcript.docx.pdf
https://www.thegreatsimplification.com/frankly-original/frankly-08-the-6th-pool,frankly,The 6th Pool…?,https://www.thegreatsimplification.com/wp-content/uploads/2022/09/The6thPool._Frankly8.docx.pdf,The6thPool._Frankly8.docx.pdf
https://www.thegreatsimplification.com/frankly-original/frankly-09-creatures-united,frankly,Creatures United,https://www.thegreatsimplification.com/wp-content/uploads/2022/09/CreaturesUnited-Frankly9-Transcript.docx.pdf,CreaturesUnited-Frankly9-Transcript.docx.pdf
https://www.thegreatsimplification.com/frankly-original/58-the-fellowship-of-the-ring-bend-not-break-version,frankly,The Fellowship of the Ring: ‘Bend Not Break’ Version,https://www.thegreatsimplification.com/wp-content/uploads/2024/03/Frankly58Transcript.pdf,Frankly58Transcript.pdf
https://www.thegreatsimplification.com/frankly-original/57-information-bifurcation,frankly,Information Bifurcation,https://www.thegreatsimplification.com/wp-content/uploads/2024/03/Frankly57Transcript.pdf,Frankly57Transcript.pdf
https://www.thegreatsimplification.com/frankly-original/59-7-meta-questions-about-our-global-metabolism,frankly,7 Meta Questions About Our Global Metabolism,https://www.thegreatsimplification.com/wp-content/uploads/2024/04/Frankly59Transcript7MetaQuestionsAboutOurGlobalMetabolism.docx.pdf,Frankly59Transcript7MetaQuestionsAboutOurGlobalMetabolism.docx.pdf
https://www.thegreatsimplification.com/frankly-original/60-the-17-things-of-which-i-am-100-certain,frankly,The 17 Things I Am 100% Certain About,https://www.thegreatsimplification.com/wp-content/uploads/2024/04/Frankly60Transcript17ThingsIAm100PercentCertainAbout.docx.pdf,Frankly60Transcript17ThingsIAm100PercentCertainAbout.docx.pdf
https://www.thegreatsimplification.com/frankly-original/61-the-strait-of-hormuz-and-the-spice,frankly,The Strait of Hormuz and ‘the Spice’,https://www.thegreatsimplification.com/wp-content/uploads/2024/04/Frankly61TheStraitofHormuzand‘theSpiceTranscript.pdf,Frankly61TheStraitofHormuzand‘theSpiceTranscript.pdf
https://www.thegreatsimplification.com/frankly-original/62-seven-thought-experiments-for-earth-day,frankly,7 Thought Experiments for Earth Day,https://www.thegreatsimplification.com/wp-content/uploads/2024/04/Frankly61Transcript7ThoughtExperimentsforEarthDay.pdf,Frankly61Transcript7ThoughtExperimentsforEarthDay.pdf
https://www.thegreatsimplification.com/frankly-original/63-nuclear-conflict-7-key-questions-for-sustainable-futures,frankly,Nuclear Conflict: 7 Key Questions for Sustainable Futures,https://www.thegreatsimplification.com/wp-content/uploads/2024/05/Frankly63TranscriptNuclearConflict_7KeyQuestionsforSustainableFutures1.pdf,Frankly63TranscriptNuclearConflict_7KeyQuestionsforSustainableFutures1.pdf
https://www.thegreatsimplification.com/frankly-original/65-and-then-what-using-wide-boundary-lenses,frankly,And Then What?: Using Wide-Boundary Lenses,https://www.thegreatsimplification.com/wp-content/uploads/2024/07/Frankly65TranscriptAndThenWhat__UsingWide-BoundaryLenses.pdf,Frankly65TranscriptAndThenWhat__UsingWide-BoundaryLenses.pdf
https://www.thegreatsimplification.com/frankly-original/66-reality-party,frankly,The Reality Party,https://www.thegreatsimplification.com/wp-content/uploads/2024/07/Frankly66Transcript.docx.pdf,Frankly66Transcript.docx.pdf
https://www.thegreatsimplification.com/frankly-original/67-the-solutions-that-can-be-named-are-not-the-solutions,frankly,The Solutions that can be Named are not the Solutions,https://www.thegreatsimplification.com/wp-content/uploads/2024/07/Frankly67-Transcript.docx1_.pdf,Frankly67-Transcript.docx1_.pdf
https://www.thegreatsimplification.com/frankly-original/70-ask-me-anything,frankly,Ask Me Anything – Your Questions About TGS Answered,https://www.thegreatsimplification.com/wp-content/uploads/2024/08/Frankly70TranscriptAskMeAnything.pdf,Frankly70TranscriptAskMeAnything.pdf
